Date of data,Commodity code,Commodity,Trading partner code,Trading partner,US dollar
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",303,United Kingdom,"26,242,388"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",304,Germany,"93,755,487"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",305,France,"2,798,444"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",306,Ireland,"47,336"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",307,Italy,"5,321,540"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",309,Netherlands,"119,591,487"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",312,Spain,"16,830"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",315,Austria,"41,167,436"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",316,Bulgaria,"32,566"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",318,Finland,"1,551,477"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",321,Hungary,"9,202"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",323,Liechtenstein,"14,047"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",328,Romania,"6,327"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",330,Sweden,"13,850"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",331,Switzerland,"22,849,123"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",336,Lithuania,"340,768"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",347,Ukraine,"57,433"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",352,"Czechia(Czech Republic)","5,406"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",353,Slovakia,75
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",429,Mexico,"341,166"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",501,Canada,"30,437"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",502,United States,"258,618,748"
202301,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",609,New Zealand,"24,391"
202301,8542,Electronic integrated circuits.,107,Cambodia,"26,665"
202301,8542,Electronic integrated circuits.,108,Cyprus,192
202301,8542,Electronic integrated circuits.,110,"Hong Kong,China","1,328,971"
202301,8542,Electronic integrated circuits.,111,India,"351,189"
202301,8542,Electronic integrated circuits.,112,Indonesia,"14,911,797"
202301,8542,Electronic integrated circuits.,115,Israel,"252,339,956"
202301,8542,Electronic integrated circuits.,116,Japan,"1,651,097,660"
202301,8542,Electronic integrated circuits.,121,"Macao,China","6,744"
202301,8542,Electronic integrated circuits.,122,Malaysia,"1,594,865,252"
202301,8542,Electronic integrated circuits.,129,Philippines,"554,179,792"
202301,8542,Electronic integrated circuits.,132,Singapore,"414,178,710"
202301,8542,Electronic integrated circuits.,133,Republic of Korea,"4,406,498,710"
202301,8542,Electronic integrated circuits.,134,Sri Lanka,"5,481"
202301,8542,Electronic integrated circuits.,136,Thailand,"429,234,411"
202301,8542,Electronic integrated circuits.,137,T¨¹rkiye,"3,130"
202301,8542,Electronic integrated circuits.,141,Viet Nam,"656,360,125"
202301,8542,Electronic integrated circuits.,142,China,"2,637,336,905"
202301,8542,Electronic integrated circuits.,143,"Taiwan,China","9,540,380,375"
202301,8542,Electronic integrated circuits.,149,Uzbekistan,"4,491"
202301,8542,Electronic integrated circuits.,151,Armenia(Since 2023),3
202301,8542,Electronic integrated circuits.,201,Algeria,"1,491"
202301,8542,Electronic integrated circuits.,215,Egypt,"7,674"
202301,8542,Electronic integrated circuits.,232,Morocco,"14,874,431"
202301,8542,Electronic integrated circuits.,234,Namibia,608
202301,8542,Electronic integrated circuits.,240,Senegal,24
202301,8542,Electronic integrated circuits.,247,Tanzania,690
202301,8542,Electronic integrated circuits.,255,Lesotho,888
202301,8542,Electronic integrated circuits.,301,Belgium,"1,437,322"
202301,8542,Electronic integrated circuits.,302,Denmark,"76,103"
202301,8542,Electronic integrated circuits.,303,United Kingdom,"3,632,217"
202301,8542,Electronic integrated circuits.,304,Germany,"155,108,966"
202301,8542,Electronic integrated circuits.,305,France,"36,176,842"
202301,8542,Electronic integrated circuits.,306,Ireland,"166,936,803"
202301,8542,Electronic integrated circuits.,307,Italy,"7,134,069"
202301,8542,Electronic integrated circuits.,309,Netherlands,"4,235,197"
202301,8542,Electronic integrated circuits.,311,Portugal,"17,567,676"
202301,8542,Electronic integrated circuits.,312,Spain,"157,632"
202301,8542,Electronic integrated circuits.,315,Austria,"11,231,829"
202301,8542,Electronic integrated circuits.,316,Bulgaria,"93,692"
202301,8542,Electronic integrated circuits.,318,Finland,"4,070,376"
202301,8542,Electronic integrated circuits.,321,Hungary,"1,694,288"
202301,8542,Electronic integrated circuits.,324,Malta,"31,460,516"
202301,8542,Electronic integrated circuits.,325,Monaco,"63,473"
202301,8542,Electronic integrated circuits.,326,Norway,"16,039,626"
202301,8542,Electronic integrated circuits.,327,Poland,"72,159"
202301,8542,Electronic integrated circuits.,328,Romania,"14,824"
202301,8542,Electronic integrated circuits.,330,Sweden,"4,267,940"
202301,8542,Electronic integrated circuits.,331,Switzerland,"6,619,166"
202301,8542,Electronic integrated circuits.,334,Estonia,"3,181"
202301,8542,Electronic integrated circuits.,335,Latvia,"128,600"
202301,8542,Electronic integrated circuits.,340,Belarus,"919,906"
202301,8542,Electronic integrated circuits.,344,Russia,"509,011"
202301,8542,Electronic integrated circuits.,350,Slovenia,"61,811"
202301,8542,Electronic integrated circuits.,351,Croatia,"6,025"
202301,8542,Electronic integrated circuits.,352,"Czechia(Czech Republic)","577,384"
202301,8542,Electronic integrated circuits.,353,Slovakia,"103,983"
202301,8542,Electronic integrated circuits.,359,Montenegro,267
202301,8542,Electronic integrated circuits.,402,Argentina,"1,029"
202301,8542,Electronic integrated circuits.,410,Brazil,"154,025"
202301,8542,Electronic integrated circuits.,415,Costa Rica,"99,611,769"
202301,8542,Electronic integrated circuits.,429,Mexico,"232,078,219"
202301,8542,Electronic integrated circuits.,439,Saint Vincent and the Grenadines,42
202301,8542,Electronic integrated circuits.,440,El Salvador,460
202301,8542,Electronic integrated circuits.,501,Canada,"20,683,305"
202301,8542,Electronic integrated circuits.,502,United States,"645,193,410"
202301,8542,Electronic integrated circuits.,601,Australia,"422,805"
202301,8542,Electronic integrated circuits.,607,New Caledonia,"6,324"
202301,8542,Electronic integrated circuits.,609,New Zealand,"286,313"
202301,8542,Electronic integrated circuits.,611,Papua New Guinea,2
202301,8542,Electronic integrated circuits.,701,"Countries(Territories)Unknown","57,960"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",110,"Hong Kong,China","4,241,485"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",111,India,"46,156"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",112,Indonesia,83
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",115,Israel,"1,118,906"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",116,Japan,"818,333,774"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",122,Malaysia,"35,051,797"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",129,Philippines,"338,986"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",132,Singapore,"282,802,899"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",133,Republic of Korea,"231,030,748"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",134,Sri Lanka,"3,929"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",136,Thailand,"2,689,823"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",137,T¨¹rkiye,503
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",141,Viet Nam,"13,441,931"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",142,China,"20,895,657"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",143,"Taiwan,China","140,387,779"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",301,Belgium,"1,115,469"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",303,United Kingdom,"7,515,345"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",304,Germany,"48,566,848"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",305,France,"10,606,416"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",307,Italy,"2,683,379"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",309,Netherlands,"214,081,709"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",315,Austria,"17,582,057"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",316,Bulgaria,"257,710"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",318,Finland,"4,069,514"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",323,Liechtenstein,"16,045"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",327,Poland,"3,304"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",328,Romania,"28,606"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",330,Sweden,36
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",331,Switzerland,"14,833,928"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",351,Croatia,736
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",352,"Czechia(Czech Republic)","143,162"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",353,Slovakia,"2,961"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",358,Serbia,"248,701"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",429,Mexico,"660,557"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",501,Canada,"1,060,382"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",502,United States,"262,359,136"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",601,Australia,"7,340"
202302,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in Note 11 (C) to this Chapter; parts and accessories. ",609,New Zealand,"8,262"
202302,8542,Electronic integrated circuits.,106,Myanmar,"1,307"
202302,8542,Electronic integrated circuits.,107,Cambodia,"53,330"
202302,8542,Electronic integrated circuits.,110,"Hong Kong,China","2,625,855"
202302,8542,Electronic integrated circuits.,111,India,"640,111"
202302,8542,Electronic integrated circuits.,112,Indonesia,"21,364,121"
202302,8542,Electronic integrated circuits.,113,Iran,"7,652"
202302,8542,Electronic integrated circuits.,115,Israel,"269,607,930"
202302,8542,Electronic integrated circuits.,116,Japan,"1,483,339,325"
202302,8542,Electronic integrated circuits.,117,Jordan,"10,742"
202302,8542,Electronic integrated circuits.,121,"Macao,China","28,428"
202302,8542,Electronic integrated circuits.,122,Malaysia,"1,840,869,374"
202302,8542,Electronic integrated circuits.,129,Philippines,"541,850,377"
202302,8542,Electronic integrated circuits.,132,Singapore,"358,616,313"
202302,8542,Electronic integrated circuits.,133,Republic of Korea,"4,728,206,710"
202302,8542,Electronic integrated circuits.,136,Thailand,"526,888,527"
202302,8542,Electronic integrated circuits.,137,T¨¹rkiye,"50,897"
202302,8542,Electronic integrated circuits.,138,United Arab Emirates,817
202302,8542,Electronic integrated circuits.,141,Viet Nam,"614,372,586"
202302,8542,Electronic integrated circuits.,142,China,"2,889,325,075"
202302,8542,Electronic integrated circuits.,143,"Taiwan,China","9,474,514,250"
202302,8542,Electronic integrated circuits.,148,Turkmenistan,"1,360"
202302,8542,Electronic integrated circuits.,150,Georgia(Since 2023),"1,224"
202302,8542,Electronic integrated circuits.,201,Algeria,7
202302,8542,Electronic integrated circuits.,206,Cameroon,"5,478"
202302,8542,Electronic integrated circuits.,208,Cabo Verde,573
202302,8542,Electronic integrated circuits.,217,Ethiopia,118
202302,8542,Electronic integrated circuits.,228,Malawi,572
202302,8542,Electronic integrated circuits.,229,Mali,"22,344"
202302,8542,Electronic integrated circuits.,232,Morocco,"17,978,847"
202302,8542,Electronic integrated circuits.,234,Namibia,"1,497"
202302,8542,Electronic integrated circuits.,240,Senegal,16
202302,8542,Electronic integrated circuits.,244,South Africa,"67,488"
202302,8542,Electronic integrated circuits.,249,Tunisia,59
202302,8542,Electronic integrated circuits.,259,Mayotte,590
202302,8542,Electronic integrated circuits.,301,Belgium,"1,583,485"
202302,8542,Electronic integrated circuits.,302,Denmark,"353,591"
202302,8542,Electronic integrated circuits.,303,United Kingdom,"2,542,711"
202302,8542,Electronic integrated circuits.,304,Germany,"93,660,065"
202302,8542,Electronic integrated circuits.,305,France,"39,144,773"
202302,8542,Electronic integrated circuits.,306,Ireland,"316,529,916"
202302,8542,Electronic integrated circuits.,307,Italy,"6,166,052"
202302,8542,Electronic integrated circuits.,309,Netherlands,"4,949,244"
202302,8542,Electronic integrated circuits.,311,Portugal,"11,953,180"
202302,8542,Electronic integrated circuits.,312,Spain,"139,086"
202302,8542,Electronic integrated circuits.,315,Austria,"6,862,259"
202302,8542,Electronic integrated circuits.,316,Bulgaria,"117,189"
202302,8542,Electronic integrated circuits.,318,Finland,"4,345,099"
202302,8542,Electronic integrated circuits.,321,Hungary,"660,242"
202302,8542,Electronic integrated circuits.,324,Malta,"44,755,936"
202302,8542,Electronic integrated circuits.,325,Monaco,"6,300"
202302,8542,Electronic integrated circuits.,326,Norway,"24,460,106"
202302,8542,Electronic integrated circuits.,327,Poland,"131,344"
202302,8542,Electronic integrated circuits.,328,Romania,"40,687"
202302,8542,Electronic integrated circuits.,330,Sweden,"4,088,380"
202302,8542,Electronic integrated circuits.,331,Switzerland,"8,483,908"
202302,8542,Electronic integrated circuits.,334,Estonia,"9,454"
202302,8542,Electronic integrated circuits.,335,Latvia,"6,860"
202302,8542,Electronic integrated circuits.,340,Belarus,"816,834"
202302,8542,Electronic integrated circuits.,344,Russia,"837,397"
202302,8542,Electronic integrated circuits.,347,Ukraine,52
202302,8542,Electronic integrated circuits.,350,Slovenia,"54,133"
202302,8542,Electronic integrated circuits.,351,Croatia,"1,990"
202302,8542,Electronic integrated circuits.,352,"Czechia(Czech Republic)","764,723"
202302,8542,Electronic integrated circuits.,353,Slovakia,"229,823"
202302,8542,Electronic integrated circuits.,356,Holy See,42
202302,8542,Electronic integrated circuits.,402,Argentina,72
202302,8542,Electronic integrated circuits.,410,Brazil,"155,671"
202302,8542,Electronic integrated circuits.,415,Costa Rica,"153,596,490"
202302,8542,Electronic integrated circuits.,429,Mexico,"151,962,060"
202302,8542,Electronic integrated circuits.,432,Panama,"1,054"
202302,8542,Electronic integrated circuits.,435,Puerto Rico,"3,592"
202302,8542,Electronic integrated circuits.,439,Saint Vincent and the Grenadines,7
202302,8542,Electronic integrated circuits.,440,El Salvador,79
202302,8542,Electronic integrated circuits.,444,Uruguay,731
202302,8542,Electronic integrated circuits.,501,Canada,"19,114,259"
202302,8542,Electronic integrated circuits.,502,United States,"595,850,878"
202302,8542,Electronic integrated circuits.,601,Australia,"92,449"
202302,8542,Electronic integrated circuits.,609,New Zealand,"289,728"
202302,8542,Electronic integrated circuits.,701,"Countries(Territories)Unknown","209,313"
